id,title,genre,similarity
13,"【歌ってみた】垂直落下 covered by ヰ世界情緒 - 1.ヰ世界情緒_垂直落下(Av925826419,P1).mp3","Future Funk, Electronic, Dance, Upbeat, Groovy -> J-Pop, Cover, Vocal, Emotional, Melancholic",0.0
14,"【异世界情绪】#10《シリウスの心臓_天狼星的心脏》 - 1.【中字】天狼星的心脏(Av245856254,P1).mp3","J-Pop, Cover, Vocal, Emotional, Melancholic -> J-Pop, Anime Song, Original, Vocal, Atmospheric",0.36514837167011077
15,"【花谱】「不埒な喝采_不羁的喝彩」原创歌曲 - 1.不羁的喝彩(Av504244351,P1).mp3","J-Pop, Anime Song, Original, Vocal, Atmospheric -> J-Pop, Vocal, Electronic, Experimental, Emotional",0.36514837167011077
16,"【中文字幕】somunia - Emerge - 1.somunia - Emerge_x264(Av382679438,P1).mp3","J-Pop, Vocal, Electronic, Experimental, Emotional -> J-Pop, Electronic, Dreamy, Atmospheric, Chill",0.39999999999999997
17,"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 1.小熊（Song by Koresawa）索尔缇娜（南条爱乃）(Av300361986,P1).mp3","J-Pop, Electronic, Dreamy, Atmospheric, Chill -> J-Pop, Vocal, Ballad, Emotional, Soft",0.19999999999999998
214,Hellfish - The Decimator.mp3,"J-Pop, Cover, Vocal, Emotional, Melancholic -> Hardcore, Electronic, Aggressive, Industrial, Intense",0.0
215,"もうそう?えくすぷれす - ちのい （cover） - 1.もうそう?えくすぷれす - ちのい （cover）(Av949622181,P1).mp3","Hardcore, Electronic, Aggressive, Industrial, Intense -> J-Pop, Cover, Vocal, Cute, Upbeat",0.0
216,"エヌ - ちのい （cover） - 1.エヌ - ちのい （cover）(Av694615330,P1).mp3","J-Pop, Cover, Vocal, Cute, Upbeat -> J-Pop, Cover, Vocal, Emotional, Dramatic",0.6
217,"USAO-WildFire - 1.USAO-WildFire(Av507336583,P1).mp3","J-Pop, Cover, Vocal, Emotional, Dramatic -> Hardcore, Electronic, Aggressive, Intense, Fast-Paced",0.0
218,BetoRtallu - かたぎり(katagiri) - STRONG 280（Long ver.）.mp3,"Hardcore, Electronic, Aggressive, Intense, Fast-Paced -> EDM, Electronic, Dance, Energetic, Intense",0.36514837167011077
219,かたぎり - かたぎりの長い午後 - One of Us.flac,"EDM, Electronic, Dance, Energetic, Intense -> Hardcore, Breakcore, Rock, Aggressive",0.0
